WONUM,ASSETNUM,LINE,HNATOTALDT,HNACOMMODITY,FAILURECODE,PROBLEM_CODE,CAUSE_CODE,REMEDY_CODE,LEAD,SUPERVISOR,LABOR_COUNT,LABORHOURS,dt<=5,SHIFT,CREW,DATE,WEEKDAYNUM,ISWEEKEND
WONUM_444,ASSET_002,LINE_004,30,BUSHING,MECHANICAL,LOOSENESS,MISC,REPLACE,LEAD_044,SUP_003,2.0,0.6666666666666666,0,2,0,2023-08-16,4,0
WONUM_327,ASSET_007,LINE_002,210,CABLE,ELECTRICAL,SHORTCIRCUIT,MISC,REPLACE,LEAD_010,SUP_003,4.0,12.5,0,3,0,2023-08-16,4,0
WONUM_733,ASSET_009,LINE_001,30,OTHER,ELECTRICAL,FAULTPWRVOLT,MISC,ADJUST,LEAD_021,SUP_003,1.0,1.0,0,3,0,2023-08-17,5,0
WONUM_428,ASSET_001,LINE_002,30,SWITCH,HYDRAULIC,FREEZETEMP,FABINSTALLREL,MODIFY,LEAD_020,SUP_003,3.0,3.0,0,3,0,2023-08-17,5,0
WONUM_277,ASSET_006,LINE_002,45,ACCUMULATOR,MECHANICAL,STICKING,MISC,REPLACE,LEAD_020,SUP_003,2.0,2.0,0,3,0,2023-08-17,5,0
WONUM_813,ASSET_002,LINE_004,23,BUSHING,MATERIAL,WEAR,MISC,REPLACE,LEAD_039,SUP_010,2.0,1.3333333333333333,0,3,0,2023-08-17,5,0
WONUM_352,ASSET_010,LINE_004,15,CHAIN,EXTERNALINFL,BLOCKPLUG,MISC,CLEAN,LEAD_039,SUP_010,3.0,1.0,0,1,1,2023-08-17,5,0
WONUM_1620,ASSET_002,LINE_004,30,MACHINE LOADER,ELECTRICAL,NOPWRVOLT,MISC,RESET,LEAD_044,SUP_003,1.0,0.25,0,2,1,2023-08-17,5,0
WONUM_1688,ASSET_003,LINE_002,25,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,LEAD_007,SUP_002,2.0,1.5,0,2,1,2023-08-17,5,0
WONUM_797,ASSET_010,LINE_004,12,CHAIN,MECHANICAL,CLEARALIGNFAIL,MISC,RESET,LEAD_033,SUP_003,2.0,0.3333333333333333,0,3,0,2023-08-17,5,0
WONUM_1130,ASSET_009,LINE_001,210,ACTUATOR,MATERIAL,CORROSION,MISC,REPAIR,LEAD_030,SUP_003,3.0,8.0,0,3,0,2023-08-18,6,0
WONUM_1666,ASSET_010,LINE_004,97,SWITCH,MECHANICAL,STICKING,MISC,CLEAN,LEAD_043,SUP_009,5.0,6.5,0,1,1,2023-08-18,6,0
WONUM_1924,ASSET_010,LINE_004,135,CABLE,ELECTRICAL,FAULTPWRVOLT,OPERATIONREL,REPLACE,LEAD_027,SUP_003,2.0,12.0,0,2,1,2023-08-18,6,0
WONUM_1101,ASSET_010,LINE_004,0,CABLE,ELECTRICAL,SHORTCIRCUIT,MISC,REPLACE,LEAD_038,SUP_002,1.0,0.25,1,2,0,2023-08-18,6,0
WONUM_1442,ASSET_003,LINE_002,319,SWITCH,MECHANICAL,CLEARALIGNFAIL,DESIGNREL,REPAIR,LEAD_022,SUP_002,2.0,1.0,0,2,0,2023-08-20,1,1
WONUM_278,ASSET_002,LINE_004,125,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,LEAD_007,SUP_002,4.0,8.0,0,3,0,2023-08-21,2,0
WONUM_1089,ASSET_010,LINE_004,35,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,CLEAN,LEAD_007,SUP_002,2.0,2.0,0,3,0,2023-08-21,2,0
WONUM_1334,ASSET_002,LINE_004,20,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,CLEAN,LEAD_033,SUP_003,2.0,0.6,0,1,1,2023-08-21,2,0
WONUM_067,ASSET_002,LINE_004,0,BUSHING,EXTERNALINFL,MISCEXTINFL,MISC,REPLACE,LEAD_027,SUP_003,1.0,0.5,1,1,1,2023-08-21,2,0
WONUM_379,ASSET_006,LINE_002,60,ACCUMULATOR,ELECTRICAL,NOPWRVOLT,DESIGNREL,REPLACE,LEAD_020,SUP_003,2.0,3.0,0,1,1,2023-08-21,2,0
WONUM_112,ASSET_002,LINE_004,25,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,ADJUST,LEAD_033,SUP_003,1.0,0.3333333333333333,0,1,1,2023-08-21,2,0
WONUM_298,ASSET_006,LINE_002,45,SWITCH,ELECTRICAL,NOPWRVOLT,MISC,MODIFY,LEAD_020,SUP_003,3.0,3.0,0,1,1,2023-08-21,2,0
WONUM_1403,ASSET_006,LINE_002,140,SWITCH,MECHANICAL,CLEARALIGNFAIL,MISC,REPAIR,LEAD_018,SUP_010,2.0,1.5,0,2,1,2023-08-21,2,0
WONUM_624,ASSET_006,LINE_002,15,SWITCH,MECHANICAL,STICKING,MISC,CLEAN,LEAD_018,SUP_010,2.0,0.8333333333333334,0,3,0,2023-08-21,2,0
WONUM_677,ASSET_006,LINE_002,180,SWITCH,ELECTRICAL,SHORTCIRCUIT,MISC,REPLACE,LEAD_010,SUP_003,3.0,4.5,0,1,1,2023-08-22,3,0
WONUM_1184,ASSET_010,LINE_004,0,COVER,MECHANICAL,LOOSENESS,OPERATIONREL,REPLACE,LEAD_043,SUP_009,2.0,2.0,1,1,1,2023-08-22,3,0
WONUM_1975,ASSET_009,LINE_001,20,"NUTS, BOLTS, PINS",EXTERNALINFL,MISCEXTINFL,MISC,REPAIR,LEAD_021,SUP_003,2.0,2.0,0,1,1,2023-08-22,3,0
WONUM_1450,ASSET_008,LINE_002,45,ROLLERS,MECHANICAL,LOOSENESS,MISC,REPAIR,LEAD_010,SUP_003,2.0,2.0,0,1,1,2023-08-24,5,0
WONUM_282,ASSET_003,LINE_002,15,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,LEAD_019,SUP_002,2.0,1.0,0,2,1,2023-08-24,5,0
WONUM_921,ASSET_003,LINE_002,25,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,LEAD_019,SUP_002,2.0,1.5,0,2,1,2023-08-24,5,0
WONUM_1736,ASSET_009,LINE_001,636,ACCUMULATOR,MECHANICAL,STICKING,MISC,REPAIR,LEAD_031,SUP_002,4.0,12.0,0,3,0,2023-08-25,6,0
WONUM_983,ASSET_003,LINE_002,20,SWITCH,ELECTRICAL,NOPWRVOLT,MISC,CLEAN,LEAD_002,SUP_007,1.0,0.5,0,3,0,2023-08-25,6,0
WONUM_909,ASSET_008,LINE_002,110,SWITCH,ELECTRICAL,SHORTCIRCUIT,MISC,RESET,LEAD_002,SUP_007,1.0,1.3333333333333333,0,3,0,2023-08-25,6,0
WONUM_393,ASSET_008,LINE_002,15,AMPLIFIER,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,LEAD_031,SUP_002,1.0,0.3333333333333333,0,3,0,2023-08-25,6,0
WONUM_441,ASSET_008,LINE_002,15,SWITCH,ELECTRICAL,EARTHISOFAULT,MISC,RESET,LEAD_019,SUP_002,2.0,1.0,0,3,0,2023-08-25,6,0
WONUM_1520,ASSET_002,LINE_004,0,ACTUATOR,MECHANICAL,CLEARALIGNFAIL,MISC,RESET,LEAD_030,SUP_003,2.0,2.0,1,2,1,2023-08-25,6,0
WONUM_868,ASSET_009,LINE_001,15,OTHER,EXTERNALINFL,MISCEXTINFL,MISC,RESET,LEAD_001,SUP_010,1.0,0.5,0,3,0,2023-08-26,7,1
WONUM_1578,ASSET_002,LINE_004,330,MOTOR,ELECTRICAL,FAULTPWRVOLT,MISC,INVESTIGATE,LEAD_039,SUP_010,4.0,14.5,0,3,0,2023-08-26,7,1
WONUM_778,ASSET_009,LINE_001,60,ACTUATOR,MECHANICAL,CLEARALIGNFAIL,MISC,CLEAN,LEAD_013,SUP_010,2.0,2.4,0,3,0,2023-08-28,2,0
WONUM_803,ASSET_010,LINE_004,135,SENSOR,PNEUMATIC,OPEROUTOFSPEC,MISC,ADJUST,LEAD_038,SUP_002,3.0,7.5,0,1,1,2023-08-28,2,0
WONUM_926,ASSET_009,LINE_001,180,CYLINDER,MECHANICAL,STICKING,MISC,ADJUST,LEAD_036,SUP_002,2.0,6.0,0,1,1,2023-08-28,2,0
WONUM_060,ASSET_010,LINE_004,15,SWITCH,ELECTRICAL,FAULTPWRVOLT,OPERATIONREL,RESET,LEAD_035,SUP_009,3.0,1.5,0,2,1,2023-08-28,2,0
WONUM_1270,ASSET_002,LINE_004,25,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,CLEAN,LEAD_015,SUP_009,1.0,1.0,0,2,0,2023-08-28,2,0
WONUM_835,ASSET_010,LINE_004,29,SWITCH,ELECTRICAL,FAULTPWRVOLT,OPERATIONREL,RESET,LEAD_035,SUP_009,3.0,2.25,0,3,0,2023-08-29,3,0
WONUM_1042,ASSET_002,LINE_004,20,SWITCH,ELECTRICAL,FAULTPWRVOLT,OPERATIONREL,REPLACE,LEAD_035,SUP_009,3.0,1.5,0,3,0,2023-08-29,3,0
WONUM_125,ASSET_010,LINE_004,20,SWITCH,MECHANICAL,CLEARALIGNFAIL,MISC,CLEAN,LEAD_043,SUP_009,1.0,0.5,0,3,0,2023-08-29,3,0
WONUM_276,ASSET_001,LINE_002,28,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,LEAD_022,SUP_002,2.0,1.1666666666666667,0,3,0,2023-08-29,3,0
WONUM_293,ASSET_010,LINE_004,21,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,CLEAN,LEAD_015,SUP_009,4.0,2.0,0,2,1,2023-08-29,3,0
WONUM_1902,ASSET_002,LINE_004,23,SWITCH,MECHANICAL,STICKING,MISC,CLEAN,LEAD_015,SUP_009,4.0,2.0,0,2,1,2023-08-29,3,0
WONUM_1478,ASSET_002,LINE_004,40,SWITCH,MECHANICAL,STICKING,OPERATIONREL,CLEAN,LEAD_043,SUP_009,3.0,2.0,0,2,1,2023-08-29,3,0
WONUM_1523,ASSET_010,LINE_004,17,SENSOR,MECHANICAL,STICKING,OPERATIONREL,RESET,LEAD_043,SUP_009,2.0,1.0,0,2,0,2023-08-29,3,0
WONUM_1867,ASSET_009,LINE_001,25,GUIDE PINS,MECHANICAL,DEFORMATION,MISC,REPLACE,LEAD_005,SUP_009,2.0,1.0,0,3,0,2023-08-30,4,0
WONUM_1741,ASSET_010,LINE_004,20,MACHINE LOADER,MATERIAL,EXCESSIVE,MISC,RESET,LEAD_044,SUP_003,2.0,1.0,0,3,0,2023-08-30,4,0
WONUM_1138,ASSET_008,LINE_002,0,SWITCH,ELECTRICAL,NOPWRVOLT,MISC,INVESTIGATE,LEAD_020,SUP_003,3.0,6.0,1,1,1,2023-08-30,4,0
WONUM_1862,ASSET_008,LINE_002,722,SWITCH,ELECTRICAL,FAULTPWRVOLT,OPERATIONREL,INVESTIGATE,LEAD_025,SUP_010,6.0,27.0,0,2,1,2023-08-30,4,0
WONUM_1556,ASSET_008,LINE_002,15,SWITCH,ELECTRICAL,NOPWRVOLT,MISC,CLEAN,LEAD_020,SUP_003,2.0,1.0,0,1,1,2023-08-31,5,0
WONUM_1641,ASSET_001,LINE_002,4,SENSOR,ELECTRICAL,FAULTPWRVOLT,OPERATIONREL,CLEAN,LEAD_025,SUP_010,1.0,0.5,1,2,1,2023-08-31,5,0
WONUM_1700,ASSET_005,LINE_002,35,SWITCH,ELECTRICAL,FAULTPWRVOLT,OPERATIONREL,ADJUST,LEAD_006,SUP_008,2.0,1.3333333333333333,0,2,1,2023-09-01,6,0
WONUM_314,ASSET_010,LINE_004,20,SWITCH,INSTRUMENT,FAULTPWRVOLT,MISC,CLEAN,LEAD_044,SUP_003,2.0,1.0,0,2,0,2023-09-03,1,1
WONUM_1954,ASSET_002,LINE_004,30,SWITCH,PNEUMATIC,LEAKAGE,MISC,CLEAN,LEAD_044,SUP_003,2.0,1.0,0,2,0,2023-09-04,2,0
WONUM_732,ASSET_002,LINE_004,30,SWITCH,PNEUMATIC,LEAKAGE,MISC,CLEAN,LEAD_044,SUP_003,2.0,1.5,0,2,0,2023-09-04,2,0
WONUM_972,ASSET_002,LINE_004,45,SWITCH,PNEUMATIC,OPEROUTOFSPEC,MISC,ADJUST,LEAD_044,SUP_003,2.0,4.0,0,3,0,2023-09-05,3,0
WONUM_1095,ASSET_006,LINE_002,25,CYLINDER,PNEUMATIC,OPEROUTOFSPEC,MISC,ADJUST,LEAD_018,SUP_010,2.0,1.0,0,3,0,2023-09-05,3,0
WONUM_748,ASSET_010,LINE_004,18,CHAIN,EXTERNALINFL,BLOCKPLUG,MISC,CLEAN,LEAD_042,SUP_010,3.0,1.5,0,1,1,2023-09-05,3,0
WONUM_1618,ASSET_002,LINE_004,22,GRIPPER,EXTERNALINFL,BLOCKPLUG,MISC,CLEAN,LEAD_042,SUP_010,3.0,1.5,0,1,1,2023-09-05,3,0
WONUM_1199,ASSET_004,LINE_003,45,PROBE,INSTRUMENT,COMMONCAFAIL,OPERATIONREL,REPLACE,LEAD_027,SUP_003,2.0,2.5,0,3,0,2023-09-06,4,0
WONUM_1981,ASSET_002,LINE_004,360,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,INVESTIGATE,LEAD_007,SUP_002,3.0,8.0,0,1,1,2023-09-06,4,0
WONUM_1325,ASSET_002,LINE_004,135,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,REPAIR,LEAD_015,SUP_009,3.0,12.0,0,2,1,2023-09-06,4,0
WONUM_1882,ASSET_008,LINE_002,35,ACCUMULATOR,MECHANICAL,CLEARALIGNFAIL,DESIGNREL,CLEAN,LEAD_023,SUP_009,1.0,1.0,0,3,0,2023-09-07,5,0
WONUM_785,ASSET_010,LINE_004,24,CHAIN,MECHANICAL,STICKING,MISC,CLEAN,LEAD_043,SUP_009,1.0,0.75,0,3,0,2023-09-07,5,0
WONUM_1969,ASSET_008,LINE_002,30,ACCUMULATOR,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPLACE,LEAD_023,SUP_009,1.0,1.0,0,3,0,2023-09-07,5,0
WONUM_946,ASSET_008,LINE_002,1,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,LEAD_022,SUP_002,1.0,0.5,1,3,0,2023-09-07,5,0
WONUM_1118,ASSET_006,LINE_002,72,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,LEAD_022,SUP_002,1.0,1.5,0,1,1,2023-09-07,5,0
WONUM_743,ASSET_008,LINE_002,1495,SENSOR,ELECTRICAL,FAULTPWRVOLT,OPERATIONREL,INVESTIGATE,LEAD_006,SUP_008,6.0,20.5,0,1,1,2023-09-07,5,0
WONUM_1451,ASSET_002,LINE_004,60,CAMERA,MECHANICAL,VIBRATION,MISC,RESET,LEAD_038,SUP_002,1.0,1.0,0,2,1,2023-09-07,5,0
WONUM_1445,ASSET_010,LINE_004,20,SWITCH,MECHANICAL,STICKING,MISC,REPAIR,LEAD_015,SUP_009,1.0,0.5,0,2,1,2023-09-07,5,0
WONUM_821,ASSET_004,LINE_003,164,SWITCH,ELECTRICAL,FAULTPWRVOLT,OPERATIONREL,INVESTIGATE,LEAD_035,SUP_009,2.0,2.0,0,3,0,2023-09-08,6,0
WONUM_205,ASSET_009,LINE_001,15,GUIDE PINS,MECHANICAL,STICKING,MISC,RESET,LEAD_001,SUP_010,1.0,0.25,0,3,0,2023-09-08,6,0
WONUM_1212,ASSET_009,LINE_001,60,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,REPAIR,LEAD_001,SUP_010,2.0,2.5,0,3,0,2023-09-10,1,1
WONUM_1724,ASSET_002,LINE_004,16,CAMERA,INSTRUMENT,OUTOFADJ,MISC,CLEAN,LEAD_042,SUP_010,4.0,2.0,0,2,1,2023-09-10,1,1
WONUM_191,ASSET_002,LINE_004,15,ACTUATOR,MATERIAL,EXCESSIVE,MISC,ADJUST,LEAD_030,SUP_003,3.0,1.5,0,2,1,2023-09-10,1,1
WONUM_1051,ASSET_002,LINE_004,15,ACTUATOR,ELECTRICAL,SHORTCIRCUIT,MISC,REPAIR,LEAD_030,SUP_003,3.0,1.5,0,2,0,2023-09-10,1,1
WONUM_110,ASSET_008,LINE_002,90,SWITCH,ELECTRICAL,NOPWRVOLT,MISC,CLEAN,LEAD_020,SUP_003,10.0,56.5,0,3,0,2023-09-11,2,0
WONUM_590,ASSET_009,LINE_001,20,OPERATOR DOOR,EXTERNALINFL,MISCEXTINFL,OPERATIONREL,ADJUST,LEAD_034,SUP_003,2.0,1.0,0,3,0,2023-09-11,2,0
WONUM_1087,ASSET_009,LINE_001,30,SWITCH,MECHANICAL,STICKING,MISC,RESET,LEAD_015,SUP_009,2.0,2.0,0,1,1,2023-09-11,2,0
WONUM_1919,ASSET_003,LINE_002,30,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,LEAD_022,SUP_002,2.0,1.2666666666666666,0,2,0,2023-09-11,2,0
WONUM_848,ASSET_004,LINE_003,25,SWITCH,ELECTRICAL,FAULTPWRVOLT,OPERATIONREL,ADJUST,LEAD_006,SUP_008,2.0,1.0,0,3,0,2023-09-12,3,0
WONUM_1710,ASSET_009,LINE_001,20,ACCUMULATOR,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,LEAD_031,SUP_002,2.0,1.0,0,3,0,2023-09-12,3,0
WONUM_1875,ASSET_009,LINE_001,30,SWITCH,MECHANICAL,CLEARALIGNFAIL,MISC,RESET,LEAD_015,SUP_009,1.0,0.5,0,3,0,2023-09-12,3,0
WONUM_709,ASSET_006,LINE_002,1335,ACCUMULATOR,MECHANICAL,CLEARALIGNFAIL,DESIGNREL,REPLACE,LEAD_023,SUP_009,5.0,14.0,0,2,1,2023-09-12,3,0
WONUM_1718,ASSET_006,LINE_002,0,ACCUMULATOR,MECHANICAL,STICKING,MISC,REPLACE,LEAD_031,SUP_002,1.0,0.0166666666666666,1,2,0,2023-09-12,3,0
WONUM_1103,ASSET_002,LINE_004,90,AMPLIFIER,INSTRUMENT,FAULTPWRVOLT,MISC,RESET,LEAD_039,SUP_010,3.0,5.5,0,3,0,2023-09-13,4,0
WONUM_1282,ASSET_008,LINE_002,24825,LINEAR,MECHANICAL,LOOSENESS,MISC,REPLACE,LEAD_009,SUP_007,17.0,138.5,0,2,1,2023-09-13,4,0
WONUM_1027,ASSET_002,LINE_004,47,PROGRAM,EXTERNALINFL,MISCEXTINFL,MISC,ADJUST,LEAD_027,SUP_003,3.0,1.5,0,2,0,2023-09-13,4,0
WONUM_605,ASSET_009,LINE_001,15,OPERATOR DOOR,EXTERNALINFL,MISCEXTINFL,MISC,ADJUST,LEAD_034,SUP_003,2.0,2.0,0,3,0,2023-09-14,5,0
WONUM_1980,ASSET_001,LINE_002,45,SWITCH,ELECTRICAL,NOPWRVOLT,MISC,CLEAN,LEAD_020,SUP_003,3.0,2.333333333333333,0,3,0,2023-09-14,5,0
WONUM_373,ASSET_006,LINE_002,20,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,LEAD_019,SUP_002,3.0,1.75,0,3,0,2023-09-16,7,1
WONUM_003,ASSET_010,LINE_004,90,ACTUATOR,MECHANICAL,CLEARALIGNFAIL,MISC,CLEAN,LEAD_038,SUP_002,2.0,4.0,0,3,0,2023-09-16,7,1
WONUM_987,ASSET_002,LINE_004,45,GASKET,PNEUMATIC,LEAKAGE,OPERATIONREL,REPLACE,LEAD_027,SUP_003,2.0,1.5,0,3,0,2023-09-16,7,1
WONUM_1290,ASSET_002,LINE_004,125,BREAKER,INSTRUMENT,OUTOFADJ,OPERATIONREL,RESET,LEAD_043,SUP_009,2.0,4.0,0,3,0,2023-09-16,7,1
WONUM_1595,ASSET_002,LINE_004,60,PROGRAM,INSTRUMENT,COMMONCAFAIL,MISC,RESET,LEAD_043,SUP_009,1.0,4.0,0,1,1,2023-09-16,7,1
WONUM_611,ASSET_002,LINE_004,10,GRIPPER,MATERIAL,WEAR,MISC,RESET,LEAD_007,SUP_002,2.0,0.6666666666666666,0,2,1,2023-09-16,7,1
WONUM_850,ASSET_008,LINE_002,0,BRACKET,MECHANICAL,CLEARALIGNFAIL,MISC,REPLACE,LEAD_023,SUP_009,1.0,0.1666666666666666,1,1,1,2023-09-17,1,1
WONUM_1646,ASSET_009,LINE_001,90,CHUCK,MECHANICAL,CLEARALIGNFAIL,MISC,REPLACE,LEAD_032,SUP_009,2.0,4.0,0,1,1,2023-09-17,1,1
WONUM_472,ASSET_003,LINE_002,35,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,LEAD_019,SUP_002,2.0,1.75,0,2,0,2023-09-17,1,1
WONUM_234,ASSET_009,LINE_001,120,HOOK,MECHANICAL,STICKING,MISC,REPLACE,LEAD_036,SUP_002,3.0,6.0,0,3,0,2023-09-18,2,0
WONUM_1704,ASSET_009,LINE_001,30,"NUTS, BOLTS, PINS",MECHANICAL,LOOSENESS,MISC,REPAIR,LEAD_031,SUP_002,3.0,2.25,0,3,0,2023-09-18,2,0
WONUM_1574,ASSET_002,LINE_004,30,CYLINDER,PNEUMATIC,LEAKAGE,MISC,REPLACE,LEAD_011,SUP_010,4.0,2.0,0,2,0,2023-09-18,2,0
WONUM_1295,ASSET_003,LINE_002,20,SWITCH,PNEUMATIC,CLOGWICONT,MISC,CLEAN,LEAD_018,SUP_010,3.0,1.5,0,2,0,2023-09-18,2,0
WONUM_1764,ASSET_001,LINE_002,30,OTHER,EXTERNALINFL,MISCEXTINFL,MISC,RESET,LEAD_010,SUP_003,2.0,1.5,0,3,0,2023-09-19,3,0
WONUM_1037,ASSET_003,LINE_002,45,OTHER,EXTERNALINFL,CONTAMINT,MISC,CLEAN,LEAD_010,SUP_003,1.0,1.0,0,1,1,2023-09-19,3,0
WONUM_1125,ASSET_005,LINE_002,45,VALVE,ELECTRICAL,SHORTCIRCUIT,MISC,REPLACE,LEAD_010,SUP_003,4.0,4.0,0,2,1,2023-09-19,3,0
WONUM_1762,ASSET_003,LINE_002,19,SENSOR,ELECTRICAL,FAULTPWRVOLT,OPERATIONREL,CLEAN,LEAD_025,SUP_010,3.0,1.5,0,2,1,2023-09-19,3,0
WONUM_1128,ASSET_009,LINE_001,15,SWITCH,MECHANICAL,CLEARALIGNFAIL,MISC,CLEAN,LEAD_001,SUP_010,2.0,1.0,0,2,0,2023-09-19,3,0
WONUM_819,ASSET_002,LINE_004,15,FLAG,MECHANICAL,LOOSENESS,MISC,ADJUST,LEAD_039,SUP_010,4.0,1.6666666666666667,0,3,0,2023-09-20,4,0
WONUM_881,ASSET_003,LINE_002,45,LIFT,MECHANICAL,CLEARALIGNFAIL,MISC,ADJUST,LEAD_018,SUP_010,3.0,3.0,0,3,0,2023-09-20,4,0
WONUM_1693,ASSET_002,LINE_004,105,PROGRAM,INSTRUMENT,OUTOFADJ,OPERATIONREL,MODIFY,LEAD_043,SUP_009,8.0,20.0,0,3,0,2023-09-20,4,0
WONUM_1116,ASSET_009,LINE_001,30,ACCUMULATOR,MECHANICAL,STICKING,MISC,RESET,LEAD_032,SUP_009,1.0,1.0,0,1,1,2023-09-20,4,0
WONUM_1330,ASSET_003,LINE_002,25,ACCUMULATOR,MECHANICAL,CLEARALIGNFAIL,DESIGNREL,REPLACE,LEAD_023,SUP_009,2.0,2.0,0,2,1,2023-09-20,4,0
WONUM_1550,ASSET_002,LINE_004,50,PRESSURE TRANSDUCERS,INSTRUMENT,OUTOFADJ,MISC,ADJUST,LEAD_043,SUP_009,2.0,0.7,0,2,1,2023-09-20,4,0
WONUM_1890,ASSET_009,LINE_001,30,CYLINDER,MECHANICAL,STICKING,MISC,RESET,LEAD_036,SUP_002,2.0,1.6666666666666667,0,3,0,2023-09-21,5,0
WONUM_1151,ASSET_002,LINE_004,45,CYLINDER,MECHANICAL,STICKING,MISC,CLEAN,LEAD_044,SUP_003,2.0,2.0,0,1,1,2023-09-22,6,0
WONUM_938,ASSET_002,LINE_004,30,SENSOR,ELECTRICAL,FAULTPWRVOLT,MISC,CLEAN,LEAD_007,SUP_002,2.0,1.0,0,1,1,2023-09-25,2,0
WONUM_1591,ASSET_009,LINE_001,75,FEED TUBE,MECHANICAL,STICKING,MISC,CLEAN,LEAD_031,SUP_002,2.0,3.0,0,1,1,2023-09-25,2,0
WONUM_1852,ASSET_008,LINE_002,0,MOTOR,ELECTRICAL,EARTHISOFAULT,OPERATIONREL,REPLACE,LEAD_043,SUP_009,7.0,55.5,1,3,0,2023-09-27,4,0
WONUM_1300,ASSET_009,LINE_001,60,SWITCH,EXTERNALINFL,MISCEXTINFL,MISC,ADJUST,LEAD_034,SUP_003,3.0,2.5,0,1,1,2023-09-27,4,0
WONUM_1725,ASSET_003,LINE_002,25,PROGRAM,INSTRUMENT,COMMONCAFAIL,MISC,RESET,LEAD_018,SUP_010,3.0,1.5,0,3,0,2023-09-28,5,0
WONUM_1459,ASSET_003,LINE_002,6,SWITCH,MECHANICAL,VIBRATION,MISC,REPAIR,LEAD_002,SUP_007,1.0,0.1,0,1,1,2023-09-29,6,0
WONUM_1667,ASSET_003,LINE_002,90,COVER,MECHANICAL,DEFORMATION,MISC,REPLACE,LEAD_031,SUP_002,3.0,3.25,0,1,1,2023-09-29,6,0
WONUM_1319,ASSET_009,LINE_001,15,SWITCH,MECHANICAL,STICKING,MISC,ADJUST,LEAD_036,SUP_002,3.0,2.333333333333333,0,1,1,2023-09-29,6,0
WONUM_1657,ASSET_008,LINE_002,0,CONDUIT,MECHANICAL,DEFORMATION,MISC,REPLACE,LEAD_043,SUP_009,7.0,23.5,1,3,0,2023-09-30,7,1
WONUM_980,ASSET_007,LINE_002,30,SEAL,MECHANICAL,LEAKAGE,OPERATIONREL,REPAIR,LEAD_006,SUP_008,1.0,0.75,0,1,1,2023-09-30,7,1
WONUM_640,ASSET_008,LINE_002,28,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,LEAD_022,SUP_002,3.0,2.25,0,1,1,2023-10-01,1,1
WONUM_1818,ASSET_003,LINE_002,38,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,LEAD_022,SUP_002,1.0,0.75,0,1,1,2023-10-01,1,1
WONUM_523,ASSET_006,LINE_002,25,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,LEAD_022,SUP_002,3.0,1.75,0,1,1,2023-10-01,1,1
WONUM_1219,ASSET_002,LINE_004,390,ROTARY JOINT,HYDRAULIC,LEAKAGE,OPERATIONREL,MODIFY,LEAD_043,SUP_009,9.0,26.5,0,3,0,2023-10-02,2,0
WONUM_1066,ASSET_003,LINE_002,10,SENSOR,MECHANICAL,CLEARALIGNFAIL,MISC,CLEAN,LEAD_018,SUP_010,1.0,0.5,0,1,1,2023-10-02,2,0
WONUM_156,ASSET_002,LINE_004,30,CYLINDER,PNEUMATIC,IMPRPERLUB,MISC,REPAIR,LEAD_044,SUP_003,2.0,1.5,0,2,0,2023-10-02,2,0
WONUM_832,ASSET_002,LINE_004,180,ACTUATOR,PNEUMATIC,IMPRPERLUB,MISC,REPAIR,LEAD_030,SUP_003,2.0,10.0,0,3,0,2023-10-03,3,0
WONUM_842,ASSET_009,LINE_001,45,OTHER,EXTERNALINFL,MISCEXTINFL,MISC,REPAIR,LEAD_021,SUP_003,2.0,3.0,0,3,0,2023-10-03,3,0
WONUM_1410,ASSET_002,LINE_004,50,CYLINDER,MECHANICAL,LOOSENESS,MISC,REPAIR,LEAD_011,SUP_010,3.0,3.0,0,3,0,2023-10-03,3,0
WONUM_372,ASSET_009,LINE_001,30,ACTUATOR,MECHANICAL,STICKING,MISC,ADJUST,LEAD_013,SUP_010,2.0,1.0,0,1,1,2023-10-03,3,0
