"WONUM","ASSETNUM","LINE","HNATOTALDT","HNACOMMODITY","FAILURECODE","PROBLEM_CODE","CAUSE_CODE","REMEDY_CODE","LEAD","SUPERVISOR","LABOR_COUNT","LABORHOURS","dt<=5","SHIFT","CREW","Date","WEEKDAYNUM","ISWEEKEND"
M42528775,A119970,"3EMB",35,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,VF025596,VF031827,2,1.75,0,2,0,2023-09-17,1,1
M42535384,A119898,"3EME",120,HOOK,MECHANICAL,STICKING,MISC,REPLACE,VF048682,VF031827,3,6.0,0,3,0,2023-09-18,2,0
M42535573,A119898,"3EME",30,"NUTS, BOLTS, PINS",MECHANICAL,LOOSENESS,MISC,REPAIR,HA25654,VF031827,3,2.25,0,3,0,2023-09-18,2,0
M42539673,A119779,"3EMO",30,CYLINDER,PNEUMATIC,LEAKAGE,MISC,REPLACE,HA23032,HA20804,4,2.0,0,2,0,2023-09-18,2,0
M42539883,A119970,"3EMB",20,SWITCH,PNEUMATIC,CLOGWICONT,MISC,CLEAN,VF033640,HA20804,3,1.5,0,2,0,2023-09-18,2,0
M42545064,A119981,"3EMB",30,OTHER,EXTERNALINFL,MISCEXTINFL,MISC,RESET,HA18137,HA19466,2,1.5,0,3,0,2023-09-19,3,0
M42547357,A119970,"3EMB",45,OTHER,EXTERNALINFL,CONTAMINT,MISC,CLEAN,HA18137,HA19466,1,1.0,0,1,1,2023-09-19,3,0
M42547633,A119859,"3EMB",45,VALVE,ELECTRICAL,SHORTCIRCUIT,MISC,REPLACE,HA18137,HA19466,4,4.0,0,2,1,2023-09-19,3,0
M42547733,A119970,"3EMB",19,SENSOR,ELECTRICAL,FAULTPWRVOLT,OPERATIONREL,CLEAN,VF056605,HA20804,3,1.5,0,2,1,2023-09-19,3,0
M42548544,A119898,"3EME",15,SWITCH,MECHANICAL,CLEARALIGNFAIL,MISC,CLEAN,VF039446,HA20804,2,1.0,0,2,0,2023-09-19,3,0
M42552354,A119779,"3EMO",15,FLAG,MECHANICAL,LOOSENESS,MISC,ADJUST,VF040657,HA20804,4,1.6666666666666667,0,3,0,2023-09-20,4,0
M42553021,A119970,"3EMB",45,LIFT,MECHANICAL,CLEARALIGNFAIL,MISC,ADJUST,VF033640,HA20804,3,3.0,0,3,0,2023-09-20,4,0
M42553601,A119779,"3EMO",105,PROGRAM,INSTRUMENT,OUTOFADJ,OPERATIONREL,MODIFY,VF056054,VF032770,8,20.0,0,3,0,2023-09-20,4,0
M42555655,A119898,"3EME",30,ACCUMULATOR,MECHANICAL,STICKING,MISC,RESET,VF033527,VF032770,1,1.0,0,1,1,2023-09-20,4,0
M42555761,A119970,"3EMB",25,ACCUMULATOR,MECHANICAL,CLEARALIGNFAIL,DESIGNREL,REPLACE,VF032427,VF032770,2,2.0,0,2,1,2023-09-20,4,0
M42555769,A119779,"3EMO",50,PRESSURE TRANSDUCERS,INSTRUMENT,OUTOFADJ,MISC,ADJUST,VF056054,VF032770,2,0.7,0,2,1,2023-09-20,4,0
M42561300,A119898,"3EME",30,CYLINDER,MECHANICAL,STICKING,MISC,RESET,VF048682,VF031827,2,1.6666666666666667,0,3,0,2023-09-21,5,0
M42580084,A119779,"3EMO",45,CYLINDER,MECHANICAL,STICKING,MISC,CLEAN,VF037510,HA19466,2,2.0,0,1,1,2023-09-22,6,0
M42629325,A119779,"3EMO",30,SENSOR,ELECTRICAL,FAULTPWRVOLT,MISC,CLEAN,HA20699,VF031827,2,1.0,0,1,1,2023-09-25,2,0
M42630191,A119898,"3EME",75,FEED TUBE,MECHANICAL,STICKING,MISC,CLEAN,HA25654,VF031827,2,3.0,0,1,1,2023-09-25,2,0
M42698079,A119971,"3EMB",0,MOTOR,ELECTRICAL,EARTHISOFAULT,OPERATIONREL,REPLACE,VF056054,VF032770,7,55.5,1,3,0,2023-09-27,4,0
M42723510,A119898,"3EME",60,SWITCH,EXTERNALINFL,MISCEXTINFL,MISC,ADJUST,VF040631,HA19466,3,2.5,0,1,1,2023-09-27,4,0
M42759889,A119970,"3EMB",25,PROGRAM,INSTRUMENT,COMMONCAFAIL,MISC,RESET,VF033640,HA20804,3,1.5,0,3,0,2023-09-28,5,0
M42824486,A119970,"3EMB",6,SWITCH,MECHANICAL,VIBRATION,MISC,REPAIR,VF031827,VF045328,1,0.1,0,1,1,2023-09-29,6,0
M42824788,A119970,"3EMB",90,COVER,MECHANICAL,DEFORMATION,MISC,REPLACE,HA25654,VF031827,3,3.25,0,1,1,2023-09-29,6,0
M42825152,A119898,"3EME",15,SWITCH,MECHANICAL,STICKING,MISC,ADJUST,VF048682,VF031827,3,2.333333333333333,0,1,1,2023-09-29,6,0
M42895598,A119971,"3EMB",0,CONDUIT,MECHANICAL,DEFORMATION,MISC,REPLACE,VF056054,VF032770,7,23.5,1,3,0,2023-09-30,7,1
M42932428,A119347,"3EMB",30,SEAL,MECHANICAL,LEAKAGE,OPERATIONREL,REPAIR,VF059547,VF032781,1,0.75,0,1,1,2023-09-30,7,1
M42949213,A119971,"3EMB",28,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,VF044368,VF031827,3,2.25,0,1,1,2023-10-01,1,1
M42949870,A119970,"3EMB",38,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,VF044368,VF031827,1,0.75,0,1,1,2023-10-01,1,1
M42949886,A119992,"3EMB",25,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,VF044368,VF031827,3,1.75,0,1,1,2023-10-01,1,1
M42965166,A119779,"3EMO",390,ROTARY JOINT,HYDRAULIC,LEAKAGE,OPERATIONREL,MODIFY,VF056054,VF032770,9,26.5,0,3,0,2023-10-02,2,0
M42967775,A119970,"3EMB",10,SENSOR,MECHANICAL,CLEARALIGNFAIL,MISC,CLEAN,VF033640,HA20804,1,0.5,0,1,1,2023-10-02,2,0
M42969597,A119779,"3EMO",30,CYLINDER,PNEUMATIC,IMPRPERLUB,MISC,REPAIR,VF037510,HA19466,2,1.5,0,2,0,2023-10-02,2,0
M42976383,A119779,"3EMO",180,ACTUATOR,PNEUMATIC,IMPRPERLUB,MISC,REPAIR,VF026838,HA19466,2,10.0,0,3,0,2023-10-03,3,0
M42976400,A119898,"3EME",45,OTHER,EXTERNALINFL,MISCEXTINFL,MISC,REPAIR,VF042616,HA19466,2,3.0,0,3,0,2023-10-03,3,0
M42977187,A119779,"3EMO",50,CYLINDER,MECHANICAL,LOOSENESS,MISC,REPAIR,HA23032,HA20804,3,3.0,0,3,0,2023-10-03,3,0
M42977603,A119898,"3EME",30,ACTUATOR,MECHANICAL,STICKING,MISC,ADJUST,HA23218,HA20804,2,1.0,0,1,1,2023-10-03,3,0
M42978131,A119992,"3EMB",50,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,VF025596,VF031827,1,1.0,0,1,1,2023-10-03,3,0
M42979893,A119779,"3EMO",30,PHOTO EYES,ELECTRICAL,FAULTPWRVOLT,MISC,CLEAN,HA23032,HA20804,4,3.0,0,1,1,2023-10-03,3,0
M42985699,A119779,"3EMO",30,CYLINDER,PNEUMATIC,CLOGWICONT,MISC,ADJUST,VF037510,HA19466,2,1.0,0,3,0,2023-10-04,4,0
M42986327,A119971,"3EMB",20,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,CLEAN,HA25654,VF031827,2,1.0,0,3,0,2023-10-04,4,0
M42989693,A119779,"3EMO",60,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,REPLACE,VF046345,VF032770,3,3.0,0,2,0,2023-10-04,4,0
M42994997,A119779,"3EMO",1,VALVE,ELECTRICAL,FAULTPWRVOLT,MISC,REPLACE,VF046345,VF032770,3,3.75,1,3,0,2023-10-05,5,0
M42995109,A119970,"3EMB",15,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,VF044368,VF031827,1,0.7,0,3,0,2023-10-05,5,0
M42996270,A119992,"3EMB",35,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,VF044368,VF031827,1,0.6666666666666666,0,1,1,2023-10-05,5,0
M42999497,A119779,"3EMO",30,SWITCH,ELECTRICAL,SHORTCIRCUIT,MISC,REPLACE,V0391649,HA20804,2,1.0,0,1,1,2023-10-05,5,0
M42999723,A119760,"3EMO",15,SWITCH,MATERIAL,WEAR,MISC,CLEAN,HA20699,VF031827,2,0.6666666666666666,0,2,1,2023-10-05,5,0
M42999778,A119779,"3EMO",10,FITTING,MECHANICAL,CLEARALIGNFAIL,MISC,REPLACE,VF046345,VF032770,1,0.5,0,2,1,2023-10-05,5,0
M43000010,A119760,"3EMO",65,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,ADJUST,VF046345,VF032770,5,4.25,0,2,1,2023-10-05,5,0
M43001167,A119779,"3EMO",90,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,REPLACE,VF046345,VF032770,3,2.5,0,3,0,2023-10-06,6,0
M43007210,A119992,"3EMB",30,OTHER,MECHANICAL,CLEARALIGNFAIL,MISC,ADJUST,HA18137,HA19466,1,1.0,0,3,0,2023-10-06,6,0
M43007280,A119970,"3EMB",60,PUMP,EXTERNALINFL,BLOCKPLUG,MISC,CLEAN,HA18137,HA19466,1,1.5,0,3,0,2023-10-06,6,0
M43007381,A119779,"3EMO",95,SWITCH,ELECTRICAL,FAULTPWRVOLT,FABINSTALLREL,RESET,VF032595,VF032770,1,2.0,0,3,0,2023-10-06,6,0
M43008807,A119970,"3EMB",120,FILTER,MATERIAL,BREAKAGE,MISC,REPLACE,VF045501,VF031827,3,10.5,0,1,1,2023-10-06,6,0
M43009463,A119779,"3EMO",15,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,CLEAN,V0391649,HA20804,4,1.0,0,1,1,2023-10-06,6,0
M43009977,A119992,"3EMB",145,COVER,MECHANICAL,DEFORMATION,OPERATIONREL,REPLACE,VF056605,HA20804,1,2.9,0,1,1,2023-10-06,6,0
M43009983,A119981,"3EMB",12,SENSOR,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,VF056605,HA20804,1,0.9,0,1,1,2023-10-06,6,0
M43010328,A119779,"3EMO",60,SWITCH,ELECTRICAL,SHORTCIRCUIT,MISC,REPLACE,VF026838,HA19466,2,4.0,0,2,1,2023-10-06,6,0
M43034138,A119779,"3EMO",120,MACHINE LOADER,MATERIAL,EXCESSIVE,MISC,RESET,VF037510,HA19466,2,6.0,0,3,0,2023-10-09,2,0
M43034491,A119898,"3EME",45,OPERATOR DOOR,EXTERNALINFL,MISCEXTINFL,OPERATIONREL,RESET,VF040631,HA19466,2,1.0,0,3,0,2023-10-09,2,0
M43034937,A119779,"3EMO",265,CLAMP,MECHANICAL,CLEARALIGNFAIL,OPERATIONREL,ADJUST,VF056054,VF032770,3,11.0,0,3,0,2023-10-09,2,0
M43038558,A119970,"3EMB",30,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,VF044368,VF031827,3,2.25,0,2,1,2023-10-09,2,0
M43043754,A119970,"3EMB",15,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,VF025596,VF031827,1,0.5,0,3,0,2023-10-10,3,0
M43059175,A119970,"3EMB",60,SWITCH,ELECTRICAL,EARTHISOFAULT,FABINSTALLREL,ADJUST,VF043268,HA19466,2,3.0,0,3,0,2023-10-11,4,0
M43095597,A119971,"3EMB",15,ACCUMULATOR,MECHANICAL,CLEARALIGNFAIL,DESIGNREL,CLEAN,VF032427,VF032770,1,1.0,0,1,1,2023-10-14,7,1
M43108056,A119970,"3EMB",13,SWITCH,ELECTRICAL,FAULTPWRVOLT,OPERATIONREL,CLEAN,VF059547,VF032781,2,0.6666666666666666,0,3,0,2023-10-16,2,0
M43117023,A119779,"3EMO",105,SWITCH,PNEUMATIC,OPEROUTOFSPEC,MISC,ADJUST,VF037510,HA19466,3,4.0,0,1,1,2023-10-16,2,0
M43118032,A119898,"3EME",50,SWITCH,EXTERNALINFL,MISCEXTINFL,MISC,CLEAN,VF040631,HA19466,2,5.0,0,1,1,2023-10-16,2,0
M43118403,A119779,"3EMO",45,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,MODIFY,VF037510,HA19466,2,2.0,0,1,1,2023-10-16,2,0
M43127733,A119779,"3EMO",30,CYLINDER,MECHANICAL,DEFORMATION,MISC,REPAIR,VF037510,HA19466,2,1.5,0,1,1,2023-10-17,3,0
M43135343,A119779,"3EMO",15,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,VF056054,VF032770,2,1.0,0,1,1,2023-10-18,4,0
M43136904,A119779,"3EMO",47,ARM TOOLING,MECHANICAL,CLEARALIGNFAIL,MISC,ADJUST,V0395421,VF032770,5,3.75,0,1,1,2023-10-18,4,0
M43143483,A119779,"3EMO",30,ACTUATOR,MECHANICAL,STICKING,MISC,REPAIR,VF045501,VF031827,5,5.0,0,3,0,2023-10-19,5,0
M43143546,A119760,"3EMO",15,SWITCH,MECHANICAL,CLEARALIGNFAIL,MISC,REPAIR,HA20699,VF031827,3,1.5,0,3,0,2023-10-19,5,0
M43144248,A119779,"3EMO",30,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,REPLACE,VF046345,VF032770,2,1.5,0,3,0,2023-10-19,5,0
M43146675,A119779,"3EMO",0,BUSHING,MECHANICAL,STICKING,OPERATIONREL,CLEAN,VF056054,VF032770,2,1.0,1,1,1,2023-10-19,5,0
M43148094,A119779,"3EMO",0,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,HA20699,VF031827,5,12.5,1,3,0,2023-10-19,5,0
M43152376,A119779,"3EMO",542,SENSOR,MECHANICAL,CLEARALIGNFAIL,MISC,ADJUST,VF031827,VF045328,8,39.0,0,3,0,2023-10-20,6,0
M43154881,A119898,"3EME",15,PHOTO EYES,EXTERNALINFL,MISALIGNMENT,DESIGNREL,ADJUST,VF040631,HA19466,2,5.0,0,1,1,2023-10-20,6,0
M43155359,A119898,"3EME",45,OTHER,MECHANICAL,DEFORMATION,MISC,CLEAN,VF039446,HA20804,2,1.6666666666666667,0,2,0,2023-10-20,6,0
M43155378,A119779,"3EMO",45,BUSHING,MATERIAL,FATIGUE,MISC,REPLACE,VF056176,HA20804,3,2.5,0,2,0,2023-10-20,6,0
M43179030,A119779,"3EMO",5,SWITCH,PNEUMATIC,CLOGWICONT,MISC,CLEAN,VF037510,HA19466,2,6.0,1,1,1,2023-10-22,1,1
M43191424,A119779,"3EMO",45,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,ADJUST,V0395421,VF032770,2,2.0,0,3,0,2023-10-23,2,0
M43194525,A119779,"3EMO",35,GRIPPER,MECHANICAL,CLEARALIGNFAIL,MISC,REPLACE,HA20699,VF031827,2,1.1666666666666667,0,2,1,2023-10-23,2,0
M43194592,A119779,"3EMO",98,"NUTS, BOLTS, PINS",MECHANICAL,LOOSENESS,OPERATIONREL,ADJUST,VF056054,VF032770,4,11.0,0,2,1,2023-10-23,2,0
M43195301,A119779,"3EMO",14,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,VF056054,VF032770,3,0.75,0,2,0,2023-10-23,2,0
M43217174,A119898,"3EME",30,HEAD ASSY,MECHANICAL,DEFORMATION,MISC,CLEAN,VF042339,VF032770,3,3.0,0,3,0,2023-10-24,3,0
M43217400,A119779,"3EMO",30,MACHINE LOADER,MECHANICAL,CLEARALIGNFAIL,MISC,ADJUST,V0395421,VF032770,1,0.5,0,3,0,2023-10-24,3,0
M43219752,A119779,"3EMO",207,CONTACTOR,ELECTRICAL,FAULTPWRVOLT,OPERATIONREL,REPLACE,VF059547,VF032781,2,5.0,0,1,1,2023-10-24,3,0
M43221171,A119779,"3EMO",187,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,ADJUST,V0395421,VF032770,4,11.0,0,2,1,2023-10-24,3,0
M43228119,A119779,"3EMO",30,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,ADJUST,V0395421,VF032770,4,2.0,0,3,0,2023-10-25,4,0
M43228843,A119779,"3EMO",210,MACHINE LOADER,PNEUMATIC,LEAKAGE,MISC,ADJUST,VF037510,HA19466,3,21.0,0,3,0,2023-10-25,4,0
M43231138,A119992,"3EMB",0,HOSE,MECHANICAL,LEAKAGE,MISC,REPLACE,HA18137,HA19466,2,7.0,1,2,1,2023-10-25,4,0
M43231154,A119898,"3EME",45,PHOTO EYES,EXTERNALINFL,MISCEXTINFL,MISC,CLEAN,VF040631,HA19466,2,2.0,0,2,1,2023-10-25,4,0
M43231156,A119971,"3EMB",90,HOSE,MECHANICAL,LEAKAGE,MISC,CLEAN,HA18137,HA19466,2,4.0,0,2,1,2023-10-25,4,0
M43239513,A119992,"3EMB",725,PUMP,MECHANICAL,LEAKAGE,MISC,REPLACE,HA20804,VF045328,4,24.0,0,3,0,2023-10-26,5,0
M43242407,A119992,"3EMB",60,SWITCH,EXTERNALINFL,CONTAMINT,MISC,CLEAN,HA18137,HA19466,3,3.0,0,1,1,2023-10-26,5,0
M43242539,A119760,"3EMO",22,SWITCH,ELECTRICAL,FAULTPWRVOLT,OPERATIONREL,CLEAN,VF040535,HA19466,2,1.0,0,1,1,2023-10-26,5,0
M43244797,A119898,"3EME",45,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPLACE,VF039446,HA20804,3,6.0,0,2,0,2023-10-26,5,0
M43250942,A119992,"3EMB",15,SWITCH,ELECTRICAL,FAULTPWRVOLT,OPERATIONREL,RESET,VF059547,VF032781,2,0.6666666666666666,0,3,0,2023-10-27,6,0
M43251136,A119970,"3EMB",15,SWITCH,ELECTRICAL,FAULTPWRVOLT,OPERATIONREL,CLEAN,VF059547,VF032781,2,0.6666666666666666,0,3,0,2023-10-27,6,0
M43253446,A119898,"3EME",1060,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,REPAIR,VF042339,VF032770,4,24.0,0,2,1,2023-10-27,6,0
M43385007,A119898,"3EME",45,SWITCH,MECHANICAL,STICKING,MISC,CLEAN,VF048682,VF031827,1,0.6666666666666666,0,1,1,2023-10-29,1,1
M43549226,A119970,"3EMB",20,SWITCH,ELECTRICAL,EARTHISOFAULT,MISC,CLEAN,VF043268,HA19466,1,0.75,0,3,0,2023-10-31,3,0
M43566751,A119779,"3EMO",60,SWITCH,ELECTRICAL,SHORTCIRCUIT,MISC,REPLACE,VF026838,HA19466,2,2.0,0,3,0,2023-10-31,3,0
M43577131,A119898,"3EME",154,ENCODER,ELECTRICAL,FAULTPWRVOLT,MISC,REPLACE,HA23218,HA20804,1,2.0,0,1,1,2023-10-31,3,0
M43579394,A119898,"3EME",220,OTHER,MECHANICAL,STICKING,MISC,REPAIR,VF042616,HA19466,3,11.0,0,3,0,2023-11-01,4,0
M43590395,A119258,"3EMC",40,GRIPPER,MECHANICAL,CLEARALIGNFAIL,DESIGNREL,ADJUST,HA20699,VF031827,4,3.0,0,1,1,2023-11-01,4,0
M43592107,A119760,"3EMO",35,SWITCH,MECHANICAL,CLEARALIGNFAIL,MISC,RESET,HA20699,VF031827,3,1.0,0,1,1,2023-11-01,4,0
M43592108,A119258,"3EMC",35,GRIPPER,MECHANICAL,CLEARALIGNFAIL,MISC,ADJUST,HA20699,VF031827,3,1.5,0,1,1,2023-11-01,4,0
M43592241,A119971,"3EMB",20,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,VF044368,VF031827,1,0.5,0,1,1,2023-11-01,4,0
M43592275,A119779,"3EMO",180,CABLE,ELECTRICAL,FAULTPWRVOLT,MISC,REPLACE,HA20699,VF031827,3,9.0,0,1,1,2023-11-01,4,0
M43592279,A119760,"3EMO",25,SWITCH,ELECTRICAL,EARTHISOFAULT,MISC,RESET,HA20699,VF031827,3,1.5,0,1,1,2023-11-01,4,0
M43592771,A119760,"3EMO",10,SWITCH,ELECTRICAL,FAULTPWRVOLT,OPERATIONREL,RESET,VF046729,VF032770,3,0.75,0,2,1,2023-11-01,4,0
M43593208,A119258,"3EMC",330,CHUCK,MECHANICAL,CLEARALIGNFAIL,MISC,ADJUST,V0395421,VF032770,3,4.5,0,2,0,2023-11-01,4,0
M43605009,A119898,"3EME",0,SWITCH,MECHANICAL,STICKING,MISC,RESET,VF033527,VF032770,2,2.0,1,3,0,2023-11-02,5,0
M43606083,A119779,"3EMO",20,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,HA23032,HA20804,3,1.5,0,1,1,2023-11-02,5,0
M43606547,A119779,"3EMO",18,BREAKER,ELECTRICAL,SHORTCIRCUIT,MISC,RESET,HA23032,HA20804,1,0.3333333333333333,0,1,1,2023-11-02,5,0
M43607506,A119970,"3EMB",38,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,VF044368,VF031827,1,1.3333333333333333,0,1,1,2023-11-02,5,0
M43607568,A119779,"3EMO",20,BUSHING,MECHANICAL,DEFORMATION,MISC,REPAIR,HA20699,VF031827,3,1.5,0,1,1,2023-11-02,5,0
M43608214,A119258,"3EMC",715,SWITCH,ELECTRICAL,FAULTPWRVOLT,OPERATIONREL,REPAIR,VF046729,VF032770,4,12.0,0,2,1,2023-11-02,5,0
M43608943,A119970,"3EMB",240,ACCUMULATOR,MECHANICAL,CLEARALIGNFAIL,DESIGNREL,ADJUST,VF032427,VF032770,2,7.0,0,2,0,2023-11-02,5,0
M43609065,A119779,"3EMO",45,SWITCH,ELECTRICAL,FAULTPWRVOLT,OPERATIONREL,RESET,VF046729,VF032770,3,3.0,0,2,0,2023-11-02,5,0
M43615281,A119258,"3EMC",0,SWITCH,ELECTRICAL,FAULTPWRVOLT,OPERATIONREL,INVESTIGATE,VF046729,VF032770,1,0.3333333333333333,1,3,0,2023-11-03,6,0
M43615624,A119258,"3EMC",0,TOOL DETECT,MECHANICAL,CLEARALIGNFAIL,MISC,MODIFY,HA23032,HA20804,2,3.0,1,3,0,2023-11-03,6,0
M43618084,A119258,"3EMC",145,DIE REST,EXTERNALINFL,MISALIGNMENT,MISC,ADJUST,VF040535,HA19466,2,1.0,0,2,1,2023-11-03,6,0
M43619045,A119971,"3EMB",30,SWITCH,ELECTRICAL,NOPWRVOLT,FAILRELMNGMT,CLEAN,VF043268,HA19466,2,2.0,0,3,0,2023-11-04,7,1
M43626041,A119971,"3EMB",52,TOOL DETECT,INSTRUMENT,CONTROLFAIL,OPERATIONREL,REPLACE,VF056605,HA20804,2,2.8,0,1,1,2023-11-04,7,1
M43638044,A119970,"3EMB",52,SENSOR,ELECTRICAL,FAULTPWRVOLT,OPERATIONREL,ADJUST,VF056605,HA20804,2,1.8,0,3,0,2023-11-05,1,1
M43638392,A119970,"3EMB",17,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,VF056605,HA20804,1,0.3,0,1,1,2023-11-05,1,1
M43638729,A119970,"3EMB",72,MIST DOOR,MECHANICAL,CLEARALIGNFAIL,OPERATIONREL,REPAIR,VF056605,HA20804,2,3.8,0,1,1,2023-11-05,1,1
M43639053,A119992,"3EMB",10,ACCUMULATOR,INSTRUMENT,FAULTPWRVOLT,FAILRELMNGMT,MODIFY,VF043268,HA19466,2,1.0,0,2,0,2023-11-05,1,1
M43646388,A119992,"3EMB",20,ACCUMULATOR,MECHANICAL,CLEARALIGNFAIL,DESIGNREL,CLEAN,VF032427,VF032770,1,1.0,0,1,1,2023-11-06,2,0
M43647075,A119779,"3EMO",0,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,ADJUST,V0395421,VF032770,2,2.5,1,1,1,2023-11-06,2,0
M43655304,A119898,"3EME",6,AIR TANK,PNEUMATIC,OPEROUTOFSPEC,MISC,RESET,VF042339,VF032770,2,1.0,0,3,0,2023-11-07,3,0
M43658905,A119970,"3EMB",30,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,VF044368,VF031827,1,0.6333333333333333,0,2,0,2023-11-07,3,0
M43664612,A119779,"3EMO",13,MACHINE LOADER,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,VF033641,HA19466,1,0.08333333333333333,0,3,0,2023-11-08,4,0
M44879093,A119970,"3EMB",40,"NUTS, BOLTS, PINS",MECHANICAL,CLEARALIGNFAIL,MISC,REPAIR,VF033640,VF032770,3,2.25,0,3,0,2024-01-10,4,0
M43665310,A119779,"3EMO",5,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,CLEAN,VF056176,HA20804,4,0.6666666666666666,1,3,0,2023-11-08,4,0
M43667733,A119779,"3EMO",17,SWITCH,MATERIAL,EXCESSIVE,MISC,RESET,VF037510,HA19466,2,1.0,0,2,1,2023-11-08,4,0
M43673065,A119970,"3EMB",15,SWITCH,MATERIAL,FATIGUE,FAILRELMNGMT,INVESTIGATE,VF043268,HA19466,1,0.5,0,3,0,2023-11-09,5,0
M43673598,A119779,"3EMO",30,GUIDE PINS,MECHANICAL,CLEARALIGNFAIL,MISC,CLEAN,VF040657,HA20804,3,2.0,0,3,0,2023-11-09,5,0
M43675387,A119898,"3EME",30,GUIDE PINS,MECHANICAL,LOOSENESS,MISC,REPLACE,HA23218,HA20804,2,0.8333333333333334,0,1,1,2023-11-09,5,0
M43675596,A119779,"3EMO",15,MACHINE LOADER,ELECTRICAL,FAULTPWRVOLT,MISC,RESET,HA23032,HA20804,3,1.5,0,1,1,2023-11-09,5,0
M43677458,A119970,"3EMB",20,SWITCH,MATERIAL,FATIGUE,MISC,CLEAN,VF043268,HA19466,1,0.5,0,3,0,2023-11-09,5,0
M43688760,A119971,"3EMB",22,SWITCH,ELECTRICAL,EARTHISOFAULT,DESIGNREL,REPAIR,VF044368,VF031827,1,0.5,0,3,0,2023-11-11,7,1
M43691574,A119970,"3EMB",12,SWITCH,MECHANICAL,CLEARALIGNFAIL,MISC,CLEAN,VF056054,VF032770,1,0.5,0,1,1,2023-11-11,7,1
M43704799,A119779,"3EMO",83,SWITCH,ELECTRICAL,SHORTCIRCUIT,OPERATIONREL,REPLACE,VF059547,VF032781,1,0.75,0,3,0,2023-11-12,1,1
M43707674,A119779,"3EMO",5,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,REPLACE,HA20699,VF031827,1,0.5,1,3,0,2023-11-13,2,0
M43728771,A119760,"3EMO",15,ACTUATOR,MECHANICAL,LEAKAGE,MISC,REPAIR,VF026838,HA19466,1,0.5,0,3,0,2023-11-13,2,0
M43730982,A119981,"3EMB",15,ACCUMULATOR,ELECTRICAL,NOPWRVOLT,MISC,CLEAN,VF043268,HA19466,2,1.0,0,1,1,2023-11-13,2,0
M43731425,A119779,"3EMO",14,SWITCH,INSTRUMENT,FAULTPWRVOLT,MISC,CLEAN,VF040657,HA20804,4,1.6666666666666667,0,2,1,2023-11-13,2,0
M43731657,A119970,"3EMB",18,SENSOR,ELECTRICAL,FAULTPWRVOLT,OPERATIONREL,CLEAN,VF056605,HA20804,2,0.6,0,2,1,2023-11-13,2,0
M43733926,A119970,"3EMB",29,SWITCH,ELECTRICAL,FAULTPWRVOLT,OPERATIONREL,CLEAN,VF056605,HA20804,2,1.0,0,3,0,2023-11-14,3,0
M43736099,A119898,"3EME",14,SWITCH,ELECTRICAL,FAULTPWRVOLT,MISC,REPAIR,HA23218,HA20804,3,1.0,0,3,0,2023-11-14,3,0
M43738974,A119971,"3EMB",110,CHAIN,MECHANICAL,CLEARALIGNFAIL,MISC,REPLACE,HA18137,HA19466,3,6.5,0,3,0,2023-11-14,3,0
M43739176,A119779,"3EMO",30,FEED TUBE,MATERIAL,BREAKAGE,MISC,REPLACE,VF037510,HA19466,2,1.5,0,1,1,2023-11-14,3,0
